,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
147963,Untitled,Tomie Ohtake,137106,"(Brazilian, born Japan, 1913 – 2015)",(Brazilian),(1913),(2015),(),1982,Acrylic paint on canvas,"58 × 58 × 1 13/16"" (147.3 × 147.3 × 4.6 cm)",Latin American and Caribbean Fund,209.2024,Painting,Painting & Sculpture,2024-06-03,N,459825,,,,,4.572009144,,147.3202946406,,,147.3202946406,,
155156,Work,Tsuruko Yamazaki,131958,"(Japanese, 1925–2019)",(Japanese),(1925),(2019),(female),1957,Dye and varnish on aluminum,"79 3/4 × 40 3/8 × 2"" (202.6 × 102.6 × 5.1 cm)",Purchase,217.2024,Painting,Painting & Sculpture,2024-06-03,N,471814,,,,,5.08001016,,202.5654051308,,,102.5527051054,,
155181,Solo Crash,Carlos Almaraz,137456,"(American, 1941–1989)",(American),(1941),(1989),(),1981,Acrylic on canvas,"34 1/2 × 43"" (87.6 × 109.2 cm)",Purchase,206.2024,Painting,Painting & Sculpture,2024-06-03,N,472656,,,,,0.0,,87.6301752604,,,109.2202184404,,
155154,Ella Marion in Red Sweater,Alex Katz,3016,"(American, born 1927)",(American),(1927),(0),(male),1946,Oil and ink on linen,"20 1/8 × 16"" (51.1 × 40.6 cm)",Gift of the artist,207.2024,Painting,Painting & Sculpture,2024-06-03,N,471793,,,"""MoMA, Floor 5, 523""",,0.0,,51.1176022352,,,40.6400812802,,
153787,Venue 5,Sung Neung Kyung,137343,"(South Korean, born 1944)",(South Korean),(1944),(0),(male),1981,Gelatin silver prints,"Each 13 3/8 × 16 3/4"" (33.9 × 42.6 cm)",The Robert B. Menschel Permanent Photography Endowment Fund,205.2024.1-9,Photograph,Photography,2024-05-21,Y,469903,https://www.moma.org/collection/works/469903,,,,0.0,,33.9,,,42.6,,
143256,"Bonjour--Maestro, Mabou",Robert Frank,1973,"(American, born Switzerland.1924–2019)",(American),(1924),(2019),(male),1974,Gelatin silver print,"8 7/16 × 10 13/16"" (21.4 × 27.5 cm)",Gift of The June Leaf and Robert Frank Foundation,194.2024,Photograph,Photography,2024-05-21,Y,449316,https://www.moma.org/collection/works/449316,https://www.moma.org/media/W1siZiIsIjU3MDEwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=74f279967a07118f,,,,,21.4312928626,,,27.4638049276,,
155171,Berenice 29–39,Gabrielle Goliath,137390,"(South African, born 1983)",(South African),(1983),(0),(female),2022,"Eleven inkjet prints
","Each 35 7/16 × 35 7/16"" (90 × 90 cm)",The Family of Man Fund,197.2024.a-k,Photograph,Photography,2024-05-21,Y,471850,https://www.moma.org/collection/works/471850,https://www.moma.org/media/W1siZiIsIjU3ODE1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=82dd02055cd7ac5c,,,0.0,,90.0,,,90.0,,
155161,Longing for a Future,Tyler Mitchell,135273,"(American, born 1995)",(American),(1995),(0),(male),2023,Dye sublimation print on fabric and walnut artist's frame,"Overall 81 × 62 × 5"" (205.7 × 157.5 × 12.7 cm)
",Carol and David Appel Family Fund,202.2024,Photograph,Photography,2024-05-21,Y,471823,https://www.moma.org/collection/works/471823,https://www.moma.org/media/W1siZiIsIjU4MDczOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3b8a081ef3543cd9,,,12.7000254001,,205.7404114808,,,157.4803149606,,
155160,Tenderly,Tyler Mitchell,135273,"(American, born 1995)",(American),(1995),(0),(male),2022,Inkjet print,"20 1/4 × 16 1/4"" (51.4 × 41.3 cm)",Acquired through the generosity of Christine A Symchych and James P McNulty,200.2024,Photograph,Photography,2024-05-21,Y,471822,https://www.moma.org/collection/works/471822,https://www.moma.org/media/W1siZiIsIjU3ODE2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=55337ebf823d66be,,,,,51.4351028702,,,41.2750825502,,
155159,New Horizons II,Tyler Mitchell,135273,"(American, born 1995)",(American),(1995),(0),(male),2022,Inkjet print,"50 × 40 7/8"" (127 × 103.8 cm)",Acquired through the generosity of Christine A Symchych and James P McNulty,199.2024,Photograph,Photography,2024-05-21,Y,471821,https://www.moma.org/collection/works/471821,https://www.moma.org/media/W1siZiIsIjU4MDUxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=33c0dc8350a1ee9f,,,0.0,,127.0002540005,,,103.8227076454,,
155158,New Horizons,Tyler Mitchell,135273,"(American, born 1995)",(American),(1995),(0),(male),2022,Dye sublimation print on fabric,"72 × 60"" (182.9 × 152.4 cm)",Carol and David Appel Family Fund,198.2024,Photograph,Photography,2024-05-21,Y,471820,https://www.moma.org/collection/works/471820,https://www.moma.org/media/W1siZiIsIjU4MDUwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6f9347ba86484cfe,,,0.0,,182.8803657607,,,152.4003048006,,
143233,10th Street Painters,Robert Frank,1973,"(American, born Switzerland.1924–2019)",(American),(1924),(2019),(male),1985,Seventeen gelatin silver prints and ink on board,"28 11/16 × 36 3/16"" (72.9 × 91.9 cm)","Vital Projects Fund, Robert B. Menschel",196.2024,Photograph,Photography,2024-05-21,Y,448584,https://www.moma.org/collection/works/448584,https://www.moma.org/media/W1siZiIsIjU3MDEwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f72278d97ece79af,,,0.0,,73.6601473203,,,92.7101854204,,
155157,The Aviator,Tyler Mitchell,135273,"(American, born 1995)",(American),(1995),(0),(male),2022,Inkjet print,"50 × 40"" (127 × 101.6 cm)",Acquired through the generosity of Christine A Symchych and James P McNulty,201.2024,Photograph,Photography,2024-05-21,Y,471819,https://www.moma.org/collection/works/471819,https://www.moma.org/media/W1siZiIsIjU3OTc4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5bd9ab09a23e880d,,,0.0,,127.0002540005,,,101.6002032004,,
155142,"Amatshitshi, Driefontein",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2014,Gelatin silver print,"10 13/16 × 10 11/16"" (27.5 × 27.1 cm)
",Judith and Wm. Brian Little Fund,203.2024.7,Photograph,Photography,2024-05-21,Y,471531,https://www.moma.org/collection/works/471531,https://www.moma.org/media/W1siZiIsIjU3MDM2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=aadc89dc62271c6d,,,,,27.4638049276,,,27.1463042926,,
155140,"Izimbali ne Nendandatho, Collie Magagula and Jomo Mhlanga",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2011,Gelatin silver print,"14 7/16 × 9 9/16"" (36.7 × 24.3 cm)
",Judith and Wm. Brian Little Fund,203.2024.5,Photograph,Photography,2024-05-21,Y,471529,https://www.moma.org/collection/works/471529,https://www.moma.org/media/W1siZiIsIjU3MDM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=56fb0f9fb6151556,,,,,36.6713233426,,,24.2887985776,,
155145,"Enkonzeni Yokufaka Indandatho, Mama Khoza, December 26, 2020",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2020,Gelatin silver print,"14 1/2 × 9 9/16"" (36.8 × 24.3 cm)
",Judith and Wm. Brian Little Fund,203.2024.10,Photograph,Photography,2024-05-21,Y,471534,https://www.moma.org/collection/works/471534,https://www.moma.org/media/W1siZiIsIjU3NTMzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=08022897524b67b8,,,,,36.8300736601,,,24.2887985776,,
153784,Untitled (Salvador Dalí's Birthday Party),Jay DeFeo,7694,"(American, 1929–1989)",(American),(1929),(1989),(female),"May 11, 1973",Gelatin silver print chemigram,"9 7/8 × 7 7/8"" (25.1 × 20 cm)",Committee on Photography Fund,192.2024,Photograph,Photography,2024-05-21,Y,469900,https://www.moma.org/collection/works/469900,https://www.moma.org/media/W1siZiIsIjU3ODE1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=90bbd0e69c6aaf05,,,,,25.0825501651,,,20.0025400051,,
155143,"Skhumbuzo and Sakhile Dlongolo at Heyshope Dam, Driefontein",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2016,Gelatin silver print,"10 15/16 × 10 11/16"" (27.8 × 27.1 cm)
",Judith and Wm. Brian Little Fund,203.2024.8,Photograph,Photography,2024-05-21,Y,471532,https://www.moma.org/collection/works/471532,https://www.moma.org/media/W1siZiIsIjU3NTM0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=18569a111213e76d,,,,,27.7813055626,,,27.1463042926,,
155141,"Sibongile Zasekhaya and Baba Nkosi’s wedding, Alexandra Community Hall",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2012,Gelatin silver print,"10 3/4 × 10 5/8"" (27.3 × 27 cm)
",Judith and Wm. Brian Little Fund,203.2024.6,Photograph,Photography,2024-05-21,Y,471530,https://www.moma.org/collection/works/471530,https://www.moma.org/media/W1siZiIsIjU3MDM2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b64497ee3e213542,,,,,27.3050546101,,,26.9875539751,,
135385,Andrea,Robert Frank,1973,"(American, born Switzerland.1924–2019)",(American),(1924),(2019),(male),1975,Five gelatin silver prints and ink on paper,"10 15/16 × 13 7/8"" (27.8 × 35.2 cm)
",Gift of The June Leaf and Robert Frank Foundation in honor of Clément Chéroux and Lucy Gallun,195.2024,Photograph,Photography,2024-05-21,Y,395666,https://www.moma.org/collection/works/395666,https://www.moma.org/media/W1siZiIsIjU3MDEwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8fa4b64391f49ca4,,,,,27.7813055626,,,35.2425704851,,
155144,"Bride, Lesego Peega at her Wedding with Skhumbuzo Hadebe, Kgabalatsane",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2018,Gelatin silver print,"14 7/16 × 9 1/2"" (36.7 × 24.1 cm)
",Judith and Wm. Brian Little Fund,203.2024.9,Photograph,Photography,2024-05-21,Y,471533,https://www.moma.org/collection/works/471533,https://www.moma.org/media/W1siZiIsIjU3NTM0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4b2a8921dc8f6a86,,,,,36.6713233426,,,24.1300482601,,
153785,Untitled (Salvador Dalí's Birthday Party),Jay DeFeo,7694,"(American, 1929–1989)",(American),(1929),(1989),(female),"May 11, 1973",Gelatin silver print chemigram,"9 7/8 × 7 7/8"" (25.1 × 20 cm)",Gift of The Jay DeFeo Foundation,193.2024,Photograph,Photography,2024-05-21,Y,469901,https://www.moma.org/collection/works/469901,https://www.moma.org/media/W1siZiIsIjU3ODE1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d2c9f1faa736d7ef,,,,,25.0825501651,,,20.0025400051,,
153786,No Relationship to a Particular Person 2,Sung Neung Kyung,137343,"(South Korean, born 1944)",(South Korean),(1944),(0),(male),1979,Ten gelatin silver prints with paint,"Each 23 13/16 × 19 1/8"" (60.5 × 48.6 cm)",Photography Purchase Fund,204.2024.a-j,Photograph,Photography,2024-05-21,Y,469902,https://www.moma.org/collection/works/469902,,,,0.0,,60.5,,,48.6,,
153635,Untitled (Salvador Dalí's Birthday Party),Jay DeFeo,7694,"(American, 1929–1989)",(American),(1929),(1989),(female),"May 11, 1973",Gelatin silver print chemigram,"9 7/8 × 7 7/8"" (25.1 × 20 cm)",Committee on Photography Fund,191.2024,Photograph,Photography,2024-05-21,Y,469628,https://www.moma.org/collection/works/469628,https://www.moma.org/media/W1siZiIsIjU3ODE1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=28ad718808d4011b,,,,,25.0825501651,,,20.0025400051,,
155139,"Mbulelo and Friends, Thembisa Township",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2004,Gelatin silver print,"9 5/8 × 14 3/8"" (24.4 × 36.5 cm)
",Judith and Wm. Brian Little Fund,203.2024.4,Photograph,Photography,2024-05-21,Y,471528,https://www.moma.org/collection/works/471528,https://www.moma.org/media/W1siZiIsIjU3MDM2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c0e6901dd6a067ce,,,,,24.4475488951,,,36.5125730251,,
155138,"Faith and Sakhi Moruping, Thembisa Township",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2004,Gelatin silver print,"14 5/8 × 10 9/16"" (37.1 × 26.8 cm)
",Judith and Wm. Brian Little Fund,203.2024.3,Photograph,Photography,2024-05-21,Y,471527,https://www.moma.org/collection/works/471527,https://www.moma.org/media/W1siZiIsIjU3MDM1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=685bfbae56bb6b79,,,,,37.1475742951,,,26.8288036576,,
155137,"Impelesi, Vryheid",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2003,Gelatin silver print,"14 7/16 × 9 1/2"" (36.7 × 24.1 cm)
",Judith and Wm. Brian Little Fund,203.2024.2,Photograph,Photography,2024-05-21,Y,471526,https://www.moma.org/collection/works/471526,https://www.moma.org/media/W1siZiIsIjU3MDM1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=555774f9d3217471,,,,,36.6713233426,,,24.1300482601,,
155136,"Impelezi Enkulu Nestolomisi, Sizakele, Nomusa",Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2003,Gelatin silver print,"14 1/2 × 9 9/16"" (36.8 × 24.3 cm)
",Judith and Wm. Brian Little Fund,203.2024.1,Photograph,Photography,2024-05-21,Y,471525,https://www.moma.org/collection/works/471525,https://www.moma.org/media/W1siZiIsIjU3MDM1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d33efd62502dc154,,,,,36.8300736601,,,24.2887985776,,
155135,Isivumelwano,Sabelo Mlangeni,137353,"(South African, born 1980)",(South African),(1980),(0),(male),2003-20,10 gelatin silver prints,"Dimensions range from 9 7/16 x 14 13/16 in. (24 x 36 cm) or the reverse to 10 13/16 x 10 13/16 in. (27.5 x 27.5 cm)
",Judith and Wm. Brian Little Fund,203.2024.1-10,Photograph,Photography,2024-05-21,Y,471426,https://www.moma.org/collection/works/471426,,,,,,0.0,,,0.0,,
155944,Electronic Urbanism project,Takis Zenetos,137319,"(Greek, 1926 – 1977)",(Greek),(1926),(1977),(male),1962,four architectural drawings on transparent paper,dims vary,Committee on Architecture and Design Funds,167.2024.1-4,Architecture,Architecture & Design,2024-05-13,N,479323,,,,,,,,,,,,
152973,Electronic Urbanism project (Section of urban grid),Takis Zenetos,137319,"(Greek, 1926 – 1977)",(Greek),(1926),(1977),(male),1962,Ink and artist’s tape on transparent paper,"16 × 24"" (40.6 × 61 cm)",Committee on Architecture and Design Funds,167.2024.2,Architecture,Architecture & Design,2024-05-13,Y,468919,https://www.moma.org/collection/works/468919,https://www.moma.org/media/W1siZiIsIjU3ODk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f8f26faaf3da448d,,,,,40.6400812802,,,60.9601219202,,
152972,Electronic Urbanism project (Plan of urban grid),Takis Zenetos,137319,"(Greek, 1926 – 1977)",(Greek),(1926),(1977),(male),1962,"Ink, self-adhesive plastic film, and artist’s tape on transparent paper","16 × 24"" (40.6 × 61 cm)",Committee on Architecture and Design Funds,167.2024.1,Architecture,Architecture & Design,2024-05-13,Y,468918,https://www.moma.org/collection/works/468918,https://www.moma.org/media/W1siZiIsIjU3ODk0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f2f2d23043c2d542,,,,,40.6400812802,,,60.9601219202,,
152971,Electronic Urbanism project (Plan and elevation),Takis Zenetos,137319,"(Greek, 1926 – 1977)",(Greek),(1926),(1977),(male),1962,"Ink, self-adhesive polymer sheets, and artist’s tape on transparent paper","12 × 18"" (30.5 × 45.7 cm)",Gift of the estate of Takis Zenetos,166.2024,Architecture,Architecture & Design,2024-05-13,Y,468917,https://www.moma.org/collection/works/468917,https://www.moma.org/media/W1siZiIsIjU3ODk0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9736a1cf9891b47a,,,,,30.4800609601,,,45.7200914402,,
152970,Electronic Urbanism project (Perspective view of urban grid from the ground),Takis Zenetos,137319,"(Greek, 1926 – 1977)",(Greek),(1926),(1977),(male),1962,Pencil and ink on paper,"10 × 7"" (25.4 × 17.8 cm)",Committee on Architecture and Design Funds,165.2024.2,Architecture,Architecture & Design,2024-05-13,Y,468916,https://www.moma.org/collection/works/468916,https://www.moma.org/media/W1siZiIsIjU3ODk0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=495b7230b3cf87cd,,,,,25.4000508001,,,17.7800355601,,
152969,Electronic Urbanism project (Urban grid enveloping the globe),Takis Zenetos,137319,"(Greek, 1926 – 1977)",(Greek),(1926),(1977),(male),1962,"Pencil, colored pencil, and ink on paper","7 × 10"" (17.8 × 25.4 cm)",Committee on Architecture and Design Funds,165.2024.1,Architecture,Architecture & Design,2024-05-13,Y,468915,https://www.moma.org/collection/works/468915,https://www.moma.org/media/W1siZiIsIjU3ODk0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b24884df7c426f34,,,,,17.7800355601,,,25.4000508001,,
152968,Electronic Urbanism project (Interdesign 2000 competition model),Takis Zenetos,137319,"(Greek, 1926 – 1977)",(Greek),(1926),(1977),(male),1967,"metal, plastic and paint encased in transparent acrylic box","approx. 14 × 20 × 20"" (35.6 × 50.8 × 50.8 cm)",Committee on Architecture and Design Funds,163.2024,Architecture,Architecture & Design,2024-05-13,N,468914,,,,,50.8001016002,,35.5600711201,,,50.8001016002,,
152967,Electronic Urbanism project,Takis Zenetos,137319,"(Greek, 1926 – 1977)",(Greek),(1926),(1977),(male),1971,"Plastic, metal, and paint encased in transparent acrylic box","approx.: 26 × 38 × 22"" (66 × 96.5 × 55.9 cm)",Committee on Architecture and Design Funds,164.2024,Architecture,Architecture & Design,2024-05-13,N,468912,,,,,55.8801117602,,66.0401320803,,,96.5201930404,,
152962,Elephant World: Elephant Museum,Boonserm Premthada,137387,"(Thai, born 1966)",(Thai),(1966),(0),(male),2015-2020,Pencil and colored pencil on paper,"8 1/4 × 11 5/8"" (21 × 29.5 cm)",Gift of the architect,145.2024.5,Architecture,Architecture & Design,2024-05-13,N,468903,,,,,,,20.9550419101,,,29.5275590551,,
152966,Global Temperature Spiral,Ed Hawkins,137296,"(American, born 1977)",(American),(1977),(0),(male),2016 (ongoing),Digital video,,Gift of the designer,178.2024,Design,Architecture & Design,2024-05-13,N,468910,,,,,,,,,,,,
152974,Electronic Urbanism project (Elevation: City and House of the Future),Takis Zenetos,137319,"(Greek, 1926 – 1977)",(Greek),(1926),(1977),(male),1971,"Ink, self-adhesive plastic film, and artist’s tape on transparent paper","approx. 20 × 28"" (50.8 × 71.1 cm)",Committee on Architecture and Design Funds,167.2024.3,Architecture,Architecture & Design,2024-05-13,N,468920,,,,,,,50.8001016002,,,71.1201422403,,
152964,Ashanti stool,Jomo Tariku,134682,"(American, born 1968)",(American),(1968),(0),(male),2024,Birch plywood,"15 3/4 × 14 × 8 1/2"" (40 × 35.5 × 21.6 cm)",Committee on Architecture and Design Funds,183.2024,Design,Architecture & Design,2024-05-13,N,468907,,,,,21.6,,40.0,,,35.5,,
152963,Equipment,Virgil Abloh,137242,"(American, 1980 – 2021)",(American),(1980),(2021),(male),2022,Stainless steel,"closed: 3/4 × 3 1/2 × 1 1/2"" (1.9 × 8.9 × 3.8 cm)",Gift of the estate of Virgil Abloh,168.2024,Design,Architecture & Design,2024-05-13,N,468906,,,,,3.81000762,,1.90500381,,,8.89001778,,
152976,Khudi Bari (tiny house),Marina Tabassum,137310,"(Bangladeshi, born 1968)",(Bangladeshi),(1968),(0),(female),2020–2023,Digital image,,Committee on Architecture and Design Funds,161.2024.1,Architecture,Architecture & Design,2024-05-13,N,468924,,,,,,,,,,,,
152961,Elephant World: Elephant Museum,Boonserm Premthada,137387,"(Thai, born 1966)",(Thai),(1966),(0),(male),2015-2020,Pencil and colored pencil on paper,"8 1/4 × 11 5/8"" (21 × 29.5 cm)",Gift of the architect,145.2024.8,Architecture,Architecture & Design,2024-05-13,N,468902,,,,,,,20.9550419101,,,29.5275590551,,
155175,Khudi Bari (tiny house),Marina Tabassum,137310,"(Bangladeshi, born 1968)",(Bangladeshi),(1968),(0),(female),2020–2023,Digital image,,Committee on Architecture and Design Funds,161.2024.5,Architecture,Architecture & Design,2024-05-13,N,472629,,,,,,,,,,,,
